"hgnc"	"comment"	"doi"	"pmid"	"intervention"	"model_organism"	"line"	"intervention_deteriorates"	"intervention_improves"	"intervention_result"	"process"	"age"	"genotype"	"sex"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"body composition"	""	"n/a"	"body composition"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"bone"	""	"n/a"	"bone"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"skin"	""	"n/a"	"skin"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"senescence"	""	"n/a"	"senescence"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"immune function"	""	"n/a"	"immune function"	"0 days"	"-/-"	"female"
"SIRT7"	"Adult SirT7 −/− mice showed decreased gonadal fat pad content. SirT7 −/− mice presented increased hepatic lipid content. The fraction of Lin−Sca1+cKit+‐ cells was increased in young (4‐month‐old) SirT7 −/− bone marrow compared with WT littermates. However, the capacity of tissue regeneration of this cell population was reduced as measured by competitive bone marrow transplantation experiments. SIRT7‐deficient cells had a reduced (~50%) capacity to repopulate the lymphoid compartment compared with WT bone marrow cells. Analysis of primary and peripheral lymphoid organs in SirT7 −/− mice revealed leukopenia."	"10.15252/embj.201593499"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129/Sv"	"DNA metabolism"	""	"n/a"	"DNA metabolism"	"0 days"	"-/-"	"female"
"RET"	"Loss-of-function mutation Y1062 of RET causes cerebellar hypoplasia in mice."	"10.1016/j.jbc.2021.100389"	"n/a"	"gene modification"	"mouse"	"n/a"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"n/a"	"all"
"RET"	"1-month-old mice were compared with 20-month-old. More than 35% macroscopically distinguishable gray hairs had developed in 20‐month‐old RET‐mice, while the percentages of gray hairs in 1‐month‐old WT‐mice and littermate RET‐mice were comparable. Although the percentage of gray hairs in 20‐month‐old WT‐mice was also increased compared to that in 1‐month‐old WT‐mice, gray hairs in 20‐month‐old WT‐mice were less than 7% of total hairs and were macroscopically undetectable. In RET‐mice, graying of hairs was generally observed over the whole body."	"10.1111/acel.13273"	"n/a"	"gene modification to increase gene expression "	"mouse"	"n/a"	"hair/coat"	""	"n/a"	"hair/coat"	"0 days"	"n/a"	"all"
"RB1"	"Sustained Rb1 inactivation causes incomplete muscle growth and delays muscle repair. By ablation of Rb1 using a Pax7CreER, satellite cell number was increased 5-fold over 6 months. Furthermore, myoblasts originating from satellite cells lacking Rb1 were also increased 3-fold over 6 months, while terminal differentiation was greatly diminished.

"	"10.1074/jbc.M111.229542"	"n/a"	"tissue-specific gene knockout"	"mouse"	"n/a"	"muscle"	""	"n/a"	"muscle"	"0 days"	"-/-"	"all"
"FLT1"	"VEGF blockade  by induction of soluble VEGF-R1 in double- transgenic mice results in sinusoidal endothelial cells (SECs) fenestrations closure and in accumulation and transformation of the normally quiescent hepatic stellate cells, i.e. provoking the two processes underlying sinusoidal capillarization. Importantly, sinusoidal capillarization was sufficient to cause Portal hypertension and its typical sequela, ascites, splenomegaly and venous collateralization without inflicting parenchymal damage or fibrosis. Remarkably, these dramatic phenotypes were fully reversed within few days from lifting-off VEGF blockade and resultant re-opening of SECs' fenestrations."	"10.1371/journal.pone.0021478"	"n/a"	"tissue-specific gene overexpression"	"mouse"	"n/a"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"n/a"	"n/a"	"n/a"
"FLT1"	"I-sVEGF-R1 was induced in the adult brain and maintained in the on mode for various times and for as long as 7 wk after induction. The three processes shown here to be augmented by VEGF overexpression, namely angiogenesis, neurogenesis, and memory, were then similarly analyzed.

Despite the fact that neurogenesis was not compromised, animals with VEGF loss of cerebral VEGF function displayed impaired contextual memory compared with their control littermates. VEGF loss of cerebral VEGF function animals completely lost spatial learning skills. "	"10.1073/pnas.1007640108"	"n/a"	"tissue-specific gene overexpression"	"mouse"	"n/a"	"cognitive function"	""	"n/a"	"cognitive function"	"40 days"	"n/a"	"n/a"
"SIRT6"	"Both female and male neural-specific Sirt6 knockout mice (BS6ko) maintained on a normal chow diet showed increased adiposity by about 6–8 months of age; this phenotype became quite pronounced with age compared with WT mice or Sirt6 +/- mice. There were reduced levels of proopiomelanocortin, single-minded homolog 1 and brain-derived neurotrophic factor in hypothalami from BS6ko mice."	"10.1073/pnas.1016306107"	"n/a"	"tissue-specific gene knockout"	"mouse"	"Black Swiss x C57BL/6SJ"	"endocrine system"	""	"n/a"	"endocrine system"	"n/a"	"-/-"	"all"
"VEGFA"	"Experiments using VEGF-A KO (VEGF-/-) mice have revealed reduced gastrocnemius muscle mass (by 80–90%)"	"10.1113/jphysiol.2008.164384"	"n/a"	"tissue-specific gene knockout"	"mouse"	"n/a"	"muscle"	""	"n/a"	"muscle"	"0 days"	"n/a"	"n/a"
"SOD1"	"Lack of SOD1 results in an exacerbation of the oxidative damage accumulation-related aging phenotype."	"10.3390/antiox9020151"	"n/a"	"gene knockout"	"mouse"	"C57BL/6NJ"	"oxidation/antioxidant function"	""	"n/a"	"oxidation/antioxidant function"	"0 days"	"n/a"	"male"
"SOD1"	"High levels of oxidative stress due to concomitant deficiency of SMP30 and/or ascorbic acid, and SOD1 cause abnormal plasma lipid metabolism, hepatic lipid accumulation and premature death resulting from impaired VLDL secretion."	"10.1016/j.fob.2014.05.003"	"n/a"	"gene knockout"	"mouse"	"C57BL/6NCrSlc"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"0 days"	"n/a"	"all"
"TP73"	"Primary  embryonic fibroblasts from ΔNp73−/− mice are sensitized to DNA-damaging agents and show an increase in p53-dependent apoptosis"	"10.1101/gad.1873910"	"n/a"	"gene knockout"	"mouse"	"129P/SvOla"	"apoptosis"	""	"n/a"	"apoptosis"	"0 days"	"-/-"	"all"
"NRIP1"	"Human RIP140 was expressed in the FVB/N mouse strain. Death from heart failure occurred by 20 weeks of age in 24 and 20% of transgenic males and females, respectively. Controls survived (100%)."	"10.1093/cvr/cvp418"	"n/a"	"gene modification to increase gene expression "	"mouse"	"FVB/N"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"0 days"	"n/a"	"all"
"GLO1"	"Elevated methylglyoxal (MGO) by inhibition of glyoxalase 1 using S-p-bromobenzylglutathione cyclopentyl diester impairs angiogenesis in vivo: MGO deposition in aortic wall was enhanced and endothelial cell sprouting from isolated aortic segment was significantly inhibited."	"10.1152/ajpcell.00117.2018"	"n/a"	"treatment with a gene product inhibitor"	"mouse"	"C57BL/6J"	"cardiovascular system"	""	"n/a"	"cardiovascular system"	"10 weeks"	"n/a"	"male"
"TP63"	"Senescence occurs in response to both germline and somatically induced p63 deficiency in vivo."	"10.1101/gad.342305"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"skin and the intestine epithelial barriers function"	""	"n/a"	"skin and the intestine epithelial barriers function"	"n/a"	"n/-"	"all"
"TP63"	"Senescence occurs in response to both germline and somatically induced p63 deficiency in vivo."	"10.1101/gad.342305"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"renal function"	""	"n/a"	"renal function"	"n/a"	"n/-"	"all"
"TP63"	"Senescence occurs in response to both germline and somatically induced p63 deficiency in vivo."	"10.1101/gad.342305"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"eyesight"	""	"n/a"	"eyesight"	"n/a"	"n/-"	"all"
"TP63"	"Senescence occurs in response to both germline and somatically induced p63 deficiency in vivo."	"10.1101/gad.342305"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"skin"	""	"n/a"	"skin"	"n/a"	"n/-"	"all"
"TP63"	"Senescence occurs in response to both germline and somatically induced p63 deficiency in vivo."	"10.1101/gad.342305"	"n/a"	"gene knockout"	"mouse"	"C57BL/6 x 129"	"senescence"	""	"n/a"	"senescence"	"n/a"	"n/-"	"all"
"TP73"	"Mice lacking isoform ΔNp73 (ΔNp73−/− mice) are viable and fertile but display signs of neurodegeneration."	"10.1101/gad.1873910"	"n/a"	"gene modification"	"mouse"	"129P/SvOla"	"nervous system"	""	"n/a"	"nervous system"	"n/a"	"-/-"	"all"
"TP73"	"Haploinsufficiency for p73 leads to behavioral and anatomical changes indicative of age-related neurodegeneration."	"10.1016/j.neuron.2008.07.021"	"n/a"	"gene knockout"	"mouse"	"C129SvJae"	"nervous system"	""	"n/a"	"nervous system"	"n/a"	"n/-"	"all"
"SIRT4"	"Flies lacking dSirt4 displayed decreased fertility, with 33% fewer eggs produced than wild-type controls. dSirt4 knockout flies have moderately higher levels of total triglycerides than genetically matched control flies. In wild-type flies, triglycerides levels drop consistently over the course of fasting, such that by 24 h, flies maintain only 22% of initial triglycerides reserves. dSirt4 knockout flies show a much slower loss of triglycerides levels during fasting, retaining 60% of their triglycerides stores after 24 h. During fasting, wild-type control flies lost glycogen more quickly than dSirt4 knockouts. dSirt4 knockout flies starve more rapidly than controls despite having equivalent or higher levels of energy reserves than wild-type controls in the fed state. dSirt4 knockout flies consistently maintain higher levels of energy storage metabolites during fasting, indicating that they may suffer from an inability to properly catabolize energy reserves during periods of fasting. In the fed state, dSirt4 knockout flies had substantially higher levels of many glycolytic intermediates compared with control flies. In the fasted state, most glycolytic metabolites were not substantially higher than in controls, and glucose-1-phosphate and glucose-6-phosphate levels were significantly lower. This can perhaps be explained by the substantially higher fasting levels of trehalose observed in dSirt4 knockout flies, as glucose-1-phosphate and glucose-6-phosphate are substrates for trehalose synthesis. Flies lacking dSirt4 were sensitive to starvation, and died much sooner than the genetically matched wild-type cohort. Citrate, fumarate, and malate levels were significantly lower in dSirt4 knockouts in the fasted state. Branched-chain amino acid levels were substantially higher in dSirt4 knockouts than controls, in both fed and fasted states. dSirt4 knockouts had slight increases in C12, C14, and C16 saturated free fatty acids compared with controls in the fed state, but no significant differences in the fasted state. Levels of the unsaturated free fatty acids linoleic acid and oleic acid were higher in dSirt4 knockouts than controls in both the fed and fasted states, with the difference much greater in the fasted state."	"10.1073/pnas.1720673115"	"n/a"	"gene knockout"	"fly Drosophila melanogaster"	"w1118"	"amino acid metabolism"	""	"n/a"	"amino acid metabolism"	"n/a"	"-/-"	"all"
"SIRT4"	"Flies lacking dSirt4 displayed decreased fertility, with 33% fewer eggs produced than wild-type controls. dSirt4 knockout flies have moderately higher levels of total triglycerides than genetically matched control flies. In wild-type flies, triglycerides levels drop consistently over the course of fasting, such that by 24 h, flies maintain only 22% of initial triglycerides reserves. dSirt4 knockout flies show a much slower loss of triglycerides levels during fasting, retaining 60% of their triglycerides stores after 24 h. During fasting, wild-type control flies lost glycogen more quickly than dSirt4 knockouts. dSirt4 knockout flies starve more rapidly than controls despite having equivalent or higher levels of energy reserves than wild-type controls in the fed state. dSirt4 knockout flies consistently maintain higher levels of energy storage metabolites during fasting, indicating that they may suffer from an inability to properly catabolize energy reserves during periods of fasting. In the fed state, dSirt4 knockout flies had substantially higher levels of many glycolytic intermediates compared with control flies. In the fasted state, most glycolytic metabolites were not substantially higher than in controls, and glucose-1-phosphate and glucose-6-phosphate levels were significantly lower. This can perhaps be explained by the substantially higher fasting levels of trehalose observed in dSirt4 knockout flies, as glucose-1-phosphate and glucose-6-phosphate are substrates for trehalose synthesis. Flies lacking dSirt4 were sensitive to starvation, and died much sooner than the genetically matched wild-type cohort. Citrate, fumarate, and malate levels were significantly lower in dSirt4 knockouts in the fasted state. Branched-chain amino acid levels were substantially higher in dSirt4 knockouts than controls, in both fed and fasted states. dSirt4 knockouts had slight increases in C12, C14, and C16 saturated free fatty acids compared with controls in the fed state, but no significant differences in the fasted state. Levels of the unsaturated free fatty acids linoleic acid and oleic acid were higher in dSirt4 knockouts than controls in both the fed and fasted states, with the difference much greater in the fasted state."	"10.1073/pnas.1720673115"	"n/a"	"gene knockout"	"fly Drosophila melanogaster"	"w1118"	"reproductive function"	""	"n/a"	"reproductive function"	"n/a"	"-/-"	"all"
"SIRT4"	"Flies lacking dSirt4 displayed decreased fertility, with 33% fewer eggs produced than wild-type controls. dSirt4 knockout flies have moderately higher levels of total triglycerides than genetically matched control flies. In wild-type flies, triglycerides levels drop consistently over the course of fasting, such that by 24 h, flies maintain only 22% of initial triglycerides reserves. dSirt4 knockout flies show a much slower loss of triglycerides levels during fasting, retaining 60% of their triglycerides stores after 24 h. During fasting, wild-type control flies lost glycogen more quickly than dSirt4 knockouts. dSirt4 knockout flies starve more rapidly than controls despite having equivalent or higher levels of energy reserves than wild-type controls in the fed state. dSirt4 knockout flies consistently maintain higher levels of energy storage metabolites during fasting, indicating that they may suffer from an inability to properly catabolize energy reserves during periods of fasting. In the fed state, dSirt4 knockout flies had substantially higher levels of many glycolytic intermediates compared with control flies. In the fasted state, most glycolytic metabolites were not substantially higher than in controls, and glucose-1-phosphate and glucose-6-phosphate levels were significantly lower. This can perhaps be explained by the substantially higher fasting levels of trehalose observed in dSirt4 knockout flies, as glucose-1-phosphate and glucose-6-phosphate are substrates for trehalose synthesis. Flies lacking dSirt4 were sensitive to starvation, and died much sooner than the genetically matched wild-type cohort. Citrate, fumarate, and malate levels were significantly lower in dSirt4 knockouts in the fasted state. Branched-chain amino acid levels were substantially higher in dSirt4 knockouts than controls, in both fed and fasted states. dSirt4 knockouts had slight increases in C12, C14, and C16 saturated free fatty acids compared with controls in the fed state, but no significant differences in the fasted state. Levels of the unsaturated free fatty acids linoleic acid and oleic acid were higher in dSirt4 knockouts than controls in both the fed and fasted states, with the difference much greater in the fasted state."	"10.1073/pnas.1720673115"	"n/a"	"gene knockout"	"fly Drosophila melanogaster"	"w1118"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"n/a"	"-/-"	"all"
"SIRT4"	"Flies lacking dSirt4 displayed decreased fertility, with 33% fewer eggs produced than wild-type controls. dSirt4 knockout flies have moderately higher levels of total triglycerides than genetically matched control flies. In wild-type flies, triglycerides levels drop consistently over the course of fasting, such that by 24 h, flies maintain only 22% of initial triglycerides reserves. dSirt4 knockout flies show a much slower loss of triglycerides levels during fasting, retaining 60% of their triglycerides stores after 24 h. During fasting, wild-type control flies lost glycogen more quickly than dSirt4 knockouts. dSirt4 knockout flies starve more rapidly than controls despite having equivalent or higher levels of energy reserves than wild-type controls in the fed state. dSirt4 knockout flies consistently maintain higher levels of energy storage metabolites during fasting, indicating that they may suffer from an inability to properly catabolize energy reserves during periods of fasting. In the fed state, dSirt4 knockout flies had substantially higher levels of many glycolytic intermediates compared with control flies. In the fasted state, most glycolytic metabolites were not substantially higher than in controls, and glucose-1-phosphate and glucose-6-phosphate levels were significantly lower. This can perhaps be explained by the substantially higher fasting levels of trehalose observed in dSirt4 knockout flies, as glucose-1-phosphate and glucose-6-phosphate are substrates for trehalose synthesis. Flies lacking dSirt4 were sensitive to starvation, and died much sooner than the genetically matched wild-type cohort. Citrate, fumarate, and malate levels were significantly lower in dSirt4 knockouts in the fasted state. Branched-chain amino acid levels were substantially higher in dSirt4 knockouts than controls, in both fed and fasted states. dSirt4 knockouts had slight increases in C12, C14, and C16 saturated free fatty acids compared with controls in the fed state, but no significant differences in the fasted state. Levels of the unsaturated free fatty acids linoleic acid and oleic acid were higher in dSirt4 knockouts than controls in both the fed and fasted states, with the difference much greater in the fasted state."	"10.1073/pnas.1720673115"	"n/a"	"gene knockout"	"fly Drosophila melanogaster"	"w1118"	"glucose metabolism"	""	"n/a"	"glucose metabolism"	"n/a"	"-/-"	"all"
"SIRT4"	"SIRT4KO mice on a pure C57BL/6NJ background develop accelerated age-induced insulin resistance (higher fasting insulin, p=0.01; higher fasting glucose, p<0.0001, and insulin, p=0.0001; glucose intolerance at 8 months of age, p<0.0001; insulin resistance at 10 months of age, p<0.0001). The presence of functional NNT appears to worsen fasting hyperinsulinemia in male SIRT4KO/NJ mice. Mice displayed higher glucose-stimulated insulin levels after intraperitoneal glucose and oral gavage of glucose compared to controls. Leucine-stimulated insulin levels were elevated in male SIRT4KO/NJ compared to their wild-type controls."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"C57BL/6NJ"	"insulin sensitivity"	""	"n/a"	"insulin sensitivity"	"n/a"	"-/-"	"male"
"SIRT4"	"SIRT4KO/J mice had hyperinsulinemia early in life, but this effect was normalized by 13 weeks of age. Mice displayed higher glucose-stimulated insulin levels after intraperitoneal glucose and oral gavage of glucose compared to controls."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"insulin sensitivity"	""	"n/a"	"insulin sensitivity"	"n/a"	"-/-"	"male"
"SIRT4"	"Male SIRT4KO/mixed mice develop age-induced insulin resistance at a faster rate than their littermate controls. When aged to 15 months old, SIRT4KO/mixed males had higher fasting insulin levels than their wild-type controls and developed glucose intolerance (p<0.0001). When males were aged to 8 months of age, they developed insulin resistance (p=0.0004). SIRT4KO/mixed males required higher insulin levels to maintain normal glucose levels during a glucose tolerance test. When SIRT4KO mice aged, they were unable to maintain normal glucose tolerance despite having elevated glucose-stimulated insulin levels (p=0.0004). There was a potent increase in leucine-stimulated insulin secretion in SIRT4KO/mixed pancreatic islets of 18-months old male mice."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"mixed"	"insulin sensitivity"	""	"n/a"	"insulin sensitivity"	"n/a"	"-/-"	"male"
"SIRT4"	"Both male (p=0.005) and female (p=0.003) mice with a loss of SIRT4 had elevated plasma glycerol levels, particularly in the younger ages. SIRT4KO/mixed male mice had slightly lower (p=0.037) and females had slightly higher (p=0.005) plasma triglycerides compared to controls and males had lower HDL-cholesterol (p=0.05) whereas females had lower LDL-cholesterol (p=0.04). As mice aged past 15 weeks, the SIRT4KO/mixed mice had higher blood glucose levels compared to littermate controls (p=0.0001 for male mice and p=0.0007 for female mice)."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"mixed"	"cholesterol metabolism"	""	"n/a"	"cholesterol metabolism"	"n/a"	"-/-"	"all"
"SIRT4"	"Both male (p=0.005) and female (p=0.003) mice with a loss of SIRT4 had elevated plasma glycerol levels, particularly in the younger ages. SIRT4KO/mixed male mice had slightly lower (p=0.037) and females had slightly higher (p=0.005) plasma triglycerides compared to controls and males had lower HDL-cholesterol (p=0.05) whereas females had lower LDL-cholesterol (p=0.04). As mice aged past 15 weeks, the SIRT4KO/mixed mice had higher blood glucose levels compared to littermate controls (p=0.0001 for male mice and p=0.0007 for female mice)."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"mixed"	"lipid metabolism"	""	"n/a"	"lipid metabolism"	"n/a"	"-/-"	"all"
"SIRT4"	"Both male (p=0.005) and female (p=0.003) mice with a loss of SIRT4 had elevated plasma glycerol levels, particularly in the younger ages. SIRT4KO/mixed male mice had slightly lower (p=0.037) and females had slightly higher (p=0.005) plasma triglycerides compared to controls and males had lower HDL-cholesterol (p=0.05) whereas females had lower LDL-cholesterol (p=0.04). As mice aged past 15 weeks, the SIRT4KO/mixed mice had higher blood glucose levels compared to littermate controls (p=0.0001 for male mice and p=0.0007 for female mice)."	"10.1007/s10545-017-0069-8"	"n/a"	"gene knockout"	"mouse"	"mixed"	"glucose metabolism"	""	"n/a"	"glucose metabolism"	"n/a"	"-/-"	"all"
"TCF3"	"Impairment of hlh-2 (TCF3 in mammals) was found to affect fertility of the nematodes, increasing the number of unhatched eggs laid per worm in a 24 h time period and greatly decreasing the number of live progeny"	"10.1016/j.redox.2020.101448"	"n/a"	"RNA interferention"	"roundworm Caenorhabditis elegans"	"N2"	"reproductive function"	""	"n/a"	"reproductive function"	"0 days"	"n/a"	"all"
"BLM"	"BLM-defficient cells demonstrate aberration in mitochondrial fission kinetics which leads to abnormalities in  cell proliferation"	"10.1038/s41598-021-81075-0"	"n/a"	"gene knockout"	"cell culture"	"n/a"	"senescence"	""	"n/a"	"senescence"	"n/a"	"-/-"	"n/a"
"EGFR"	"Patients during prolonged treatment with EGFRIs (>3 months) were analyzed for aging-like skin changes. Baseline EGFR expression was compared in young (< 25 years old) vs. old (> 65 years old) skin. In addition, the regulation of extracellular matrix, senescence-associated genes, and cell cycle status was measured in primary human keratinocytes treated with erlotinib in vitro."	"10.1007%2Fs00520-016-3254-7"	"27165055"	"treatment with a gene product inhibitor"	"human"	"n/a"	"skin"	""	"n/a"	"skin"	"65.4 years"	"n/a"	"all"
"EGFR"	"Bones of Egfr −/− mice were less mineralized and reduced in length compared to WT littermates. EGFR is crucial for proliferation of bone-lining cells during bone development."	"10.1038/s41418-017-0054-7"	"29445126"	"gene knockout"	"mouse"	"C57BL/6"	"bone"	""	"n/a"	"bone"	"0 days"	"-/-"	"all"
"SIRT3"	"The size of both hematopoietic stem and progenitor cell and hematopoietic stem cell compartments were 50% smaller in aged (18–24-month old) SIRT3 KO mice compared to their WT littermates. Bone marrow cellularity of aged SIRT3 KO mice was 15% lower. The reconstitution ability of donor cells from aged SIRT3 KO mice decreased 30% in comparison to age-matched WT controls, with B cells, T cells, granulocytes, and macrophages all significantly reduced. In a colony-forming assay, aged SIRT3 KO bone marrow cells gave rise to 20% fewer colonies than WT controls."	"10.1016/j.celrep.2013.01.005"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"stem and progenitor cells"	""	"n/a"	"stem and progenitor cells"	"0 days"	"-/-"	"all"
"EGFR"	"Gefitinib, an EGFR-specific inhibitor, accelerated cortical bone degeneration in middle-aged mice. "	"10.1096/fj.201900436RR"	"31298955"	"treatment with a gene product inhibitor"	"mouse"	"C57BL/6J"	"bone"	""	"n/a"	"bone"	"15 months"	"n/a"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"blood"	""	"n/a"	"blood"	"0 days"	"-/-"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"body composition"	""	"n/a"	"body composition"	"0 days"	"-/-"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"skin"	""	"n/a"	"skin"	"0 days"	"-/-"	"all"
"UCP2"	"Significantly shorter lives of Ucp2(-/-) mice is the result of an accelerated aging process throughout their entire lifespan. Thus, Ucp2(-/-) mice not only earlier gained sexual maturity, but also earlier progressed into an aging phenotype, reflected by a decrease in body weight, increased neutrophil numbers, and earlier emergence of spontaneous ulcerative dermatitis. Intriguingly, on the molecular level this acceleration in aging predominantly driven by increased levels of circulating IGF-1 in Ucp2(-/-) mice."	"10.1016/j.mito.2016.06.004"	"n/a"	"gene knockout"	"mouse"	"C57BL/6J"	"nervous system"	""	"n/a"	"nervous system"	"0 days"	"-/-"	"all"
